,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
54,p55,12,"(-500.0, 866.03)","(1000.0, 0.0)",H1,H2,2000,89
55,p56,13,"(1000.0, 0.0)","(3500.0, 866.03)",H1,H9,3000,119
56,p57,13,"(-500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,178
57,p58,13,"(1000.0, 0.0)","(2000.0, -1732.05)",H1,H11,1999,99
58,p59,13,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H5,3000,166
59,p60,13,"(-1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,5000,196
60,p61,13,"(500.0, 866.03)","(2000.0, 3464.1)",H1,H19,2999,177
61,p62,13,"(500.0, -866.03)","(500.0, 2598.08)",H1,H18,4000,177
62,p63,14,"(-500.0, -866.03)","(500.0, 4330.13)",H1,H18,6000,252
63,p64,14,"(-500.0, 866.03)","(3500.0, 2598.08)",H1,H8,4999,197
64,p65,14,"(1000.0, 0.0)","(-3000.0, 0.0)",H1,H15,4000,163
65,p66,14,"(500.0, 866.03)","(2000.0, -0.0)",H1,H2,2000,97
66,p67,15,"(-1000.0, 0.0)","(3500.0, -866.03)",H1,H10,5000,297
67,p68,16,"(-500.0, -866.03)","(-2500.0, 866.03)",H1,H6,3000,131
68,p69,16,"(1000.0, 0.0)","(3500.0, -866.03)",H1,H9,3000,145
69,p70,16,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H7,2000,84
70,p71,16,"(-500.0, 866.03)","(-2000.0, 0.0)",H1,H15,2000,101
71,p72,16,"(500.0, 866.03)","(-500.0, -2598.08)",H1,H12,4000,150
72,p73,16,"(-500.0, 866.03)","(-2000.0, 1732.05)",H1,H16,1999,114
73,p74,16,"(-500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,232
74,p75,16,"(1000.0, 0.0)","(-2000.0, 0.0)",H1,H15,3000,144
75,p76,17,"(1000.0, 0.0)","(-2500.0, -866.03)",H1,H15,4000,180
76,p77,17,"(0, 0)","(4000.0, 0.0)",H1,H9,4000,139
77,p78,18,"(-500.0, -866.03)","(500.0, 2598.08)",H1,H18,4000,193
78,p79,18,"(0, 0)","(-2000.0, 0.0)",H1,H5,2000,87
79,p80,18,"(0, 0)","(2000.0, 1732.05)",H1,H8,2999,165
80,p81,18,"(-500.0, -866.03)","(-4000.0, 0.0)",H1,H15,4000,222
81,p82,18,"(-500.0, 866.03)","(2000.0, -1732.05)",H1,H10,4000,208
82,p83,18,"(1000.0, 0.0)","(-1000.0, -1732.05)",H1,H13,2999,150
83,p84,19,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H1,H5,1999,116
84,p85,19,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H8,1999,113
85,p86,19,"(500.0, -866.03)","(-2000.0, -1732.05)",H1,H13,2999,130
86,p87,19,"(500.0, 866.03)","(2500.0, -866.03)",H1,H10,3000,185
87,p88,19,"(-500.0, -866.03)","(-500.0, 2598.08)",H1,H18,4000,252
88,p89,19,"(-1000.0, 0.0)","(2500.0, -2598.08)",H1,H11,5000,310
89,p90,19,"(500.0, 866.03)","(3500.0, -866.03)",H1,H10,4000,230
90,p91,20,"(-500.0, 866.03)","(-2500.0, -2598.08)",H1,H14,4000,258
91,p92,20,"(500.0, -866.03)","(1000.0, -3464.1)",H1,H12,2999,135
92,p93,20,"(500.0, -866.03)","(2000.0, 1732.05)",H1,H19,3000,184
93,p94,21,"(1000.0, 0.0)","(-1000.0, 0.0)",H1,H1,2000,132
94,p95,21,"(0, 0)","(-1500.0, 866.03)",H1,H6,2000,108
95,p96,21,"(-500.0, 866.03)","(-1000.0, -3464.1)",H1,H12,5000,270
96,p97,21,"(1000.0, 0.0)","(1000.0, -1732.05)",H1,H3,1999,117
97,p98,21,"(500.0, 866.03)","(-2500.0, 866.03)",H1,H16,3000,170
98,p99,21,"(-500.0, 866.03)","(-500.0, -2598.08)",H1,H12,4000,151
99,p100,21,"(-500.0, 866.03)","(-4000.0, 1732.05)",H1,H16,3999,168
100,p101,21,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H13,3000,144
101,p102,22,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H19,1999,116
102,p103,22,"(0, 0)","(1000.0, -3464.1)",H1,H12,3999,257
103,p104,22,"(0, 0)","(-2000.0, 3464.1)",H1,H17,3999,194
104,p105,22,"(-500.0, 866.03)","(500.0, -2598.08)",H1,H12,4000,180
105,p106,22,"(1000.0, 0.0)","(-1500.0, 866.03)",H1,H6,3000,157
106,p107,23,"(500.0, -866.03)","(2500.0, 866.03)",H1,H2,3000,153
107,p108,24,"(500.0, 866.03)","(4000.0, -1732.05)",H1,H10,5000,273
108,p109,24,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H8,4000,211
109,p110,24,"(0, 0)","(-2500.0, 866.03)",H1,H16,3000,136
110,p111,25,"(500.0, 866.03)","(-2000.0, 0.0)",H1,H5,3000,171
111,p112,25,"(-1000.0, 0.0)","(500.0, 2598.08)",H1,H19,3000,155
112,p113,25,"(-500.0, 866.03)","(-2000.0, 3464.1)",H1,H17,2999,155
113,p114,25,"(1000.0, 0.0)","(4000.0, 0.0)",H1,H9,3000,135
114,p115,25,"(500.0, -866.03)","(-1000.0, -1732.05)",H1,H5,1999,115
115,p116,26,"(500.0, 866.03)","(2500.0, 866.03)",H1,H8,2000,123
116,p117,26,"(1000.0, 0.0)","(500.0, 2598.08)",H1,H7,3000,166
117,p118,26,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H19,3000,148
118,p119,26,"(1000.0, 0.0)","(-4000.0, 0.0)",H1,H15,5000,284
119,p120,26,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H15,3000,161
120,p121,26,"(-500.0, 866.03)","(500.0, -866.03)",H1,H4,2000,123
121,p122,26,"(500.0, -866.03)","(3500.0, 866.03)",H1,H8,4000,257
122,p123,26,"(-500.0, -866.03)","(1500.0, 2598.08)",H1,H19,4000,213
123,p124,27,"(500.0, 866.03)","(-3500.0, -866.03)",H1,H15,5000,177
124,p125,27,"(-1000.0, 0.0)","(2000.0, 3464.1)",H1,H19,4999,264
125,p126,27,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H14,4000,169
126,p127,27,"(-1000.0, 0.0)","(2000.0, -1732.05)",H1,H3,3999,166
127,p128,27,"(-500.0, -866.03)","(-3000.0, 0.0)",H1,H15,3000,166
128,p129,28,"(-1000.0, 0.0)","(2500.0, 866.03)",H1,H9,4000,239
129,p130,28,"(500.0, -866.03)","(500.0, 4330.13)",H1,H18,6000,272
130,p131,28,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H13,4000,239
131,p132,28,"(500.0, -866.03)","(-500.0, 866.03)",H1,H7,2000,143
132,p133,28,"(-1000.0, 0.0)","(2500.0, -866.03)",H1,H10,4000,174
133,p134,28,"(0, 0)","(3000.0, 1732.05)",H1,H8,3999,239
134,p135,29,"(1000.0, 0.0)","(4000.0, 0.0)",H1,H9,3000,182
135,p136,29,"(1000.0, 0.0)","(-2000.0, -3464.1)",H1,H13,4999,212
136,p137,29,"(-1000.0, 0.0)","(-2000.0, -1732.05)",H1,H5,1999,99
137,p138,29,"(-500.0, 866.03)","(-3500.0, -866.03)",H1,H15,4000,219
138,p139,29,"(500.0, -866.03)","(2500.0, 2598.08)",H1,H8,4000,166
139,p140,30,"(-1000.0, 0.0)","(500.0, 866.03)",H1,H2,2000,105
140,p141,30,"(-500.0, 866.03)","(-3000.0, 0.0)",H1,H15,3000,141
141,p142,30,"(-500.0, -866.03)","(-3000.0, -1732.05)",H1,H14,2999,157
142,p143,30,"(-500.0, 866.03)","(-2000.0, 0.0)",H1,H6,2000,114
143,p144,30,"(500.0, -866.03)","(2500.0, -866.03)",H1,H3,2000,138
144,p145,30,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H1,H13,1999,120
145,p146,30,"(500.0, -866.03)","(4000.0, 0.0)",H1,H9,4000,165
146,p147,30,"(1000.0, 0.0)","(3000.0, -1732.05)",H1,H10,2999,131
147,p148,30,"(500.0, 866.03)","(-1000.0, -1732.05)",H1,H4,3000,169
148,p149,31,"(1000.0, 0.0)","(-4000.0, 0.0)",H1,H15,5000,283
149,p150,31,"(500.0, -866.03)","(-1500.0, 2598.08)",H1,H17,4000,269
150,p151,31,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H7,1999,108
151,p152,31,"(-500.0, -866.03)","(1000.0, -3464.1)",H1,H12,2999,155
152,p153,32,"(500.0, 866.03)","(-500.0, -2598.08)",H1,H13,4000,164
153,p154,32,"(1000.0, 0.0)","(-2500.0, 2598.08)",H1,H16,5000,188
154,p155,32,"(0, 0)","(2000.0, -1732.05)",H1,H3,2999,192
155,p156,32,"(-500.0, -866.03)","(2500.0, -2598.08)",H1,H10,3999,208
156,p157,32,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H14,4000,260
157,p158,33,"(0, 0)","(-2500.0, 866.03)",H1,H6,3000,166
158,p159,33,"(1000.0, 0.0)","(0, -1732.05)",H1,H4,1999,125
159,p160,33,"(0, 0)","(-1000.0, -1732.05)",H1,H13,1999,97
160,p161,33,"(500.0, 866.03)","(-2500.0, -2598.08)",H1,H14,5000,258
161,p162,33,"(0, 0)","(2000.0, -1732.05)",H1,H11,2999,179
162,p163,34,"(500.0, -866.03)","(2500.0, -866.03)",H1,H9,2000,124
163,p164,34,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H12,3000,180
164,p165,34,"(1000.0, 0.0)","(0, 3464.1)",H1,H18,3999,267
165,p166,34,"(-500.0, 866.03)","(-2500.0, 866.03)",H1,H6,2000,126
166,p167,34,"(0, 0)","(-4000.0, 1732.05)",H1,H16,4999,202
167,p168,34,"(500.0, 866.03)","(0, -3464.1)",H1,H12,5000,295
168,p169,34,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H1,H13,1999,115
169,p170,35,"(500.0, -866.03)","(-1000.0, -1732.05)",H1,H4,1999,138
170,p171,36,"(-1000.0, 0.0)","(2500.0, -866.03)",H1,H9,4000,261
171,p172,36,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H18,1999,125
172,p173,36,"(0, 0)","(-2000.0, 0.0)",H1,H6,2000,141
173,p174,36,"(500.0, -866.03)","(-2000.0, -1732.05)",H1,H13,2999,187
174,p175,36,"(-1000.0, 0.0)","(2500.0, -2598.08)",H1,H10,5000,276
175,p176,36,"(-500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,264
176,p177,36,"(500.0, 866.03)","(1000.0, -3464.1)",H1,H11,5000,222
177,p178,37,"(-500.0, -866.03)","(500.0, 2598.08)",H1,H19,4000,217
178,p179,37,"(500.0, 866.03)","(4000.0, 0.0)",H1,H9,4000,250
179,p180,37,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H9,4000,186
180,p181,37,"(500.0, -866.03)","(-1000.0, 3464.1)",H1,H18,5000,292
181,p182,38,"(-500.0, -866.03)","(500.0, 4330.13)",H1,H18,6000,275
182,p183,38,"(0, 0)","(500.0, 2598.08)",H1,H7,3000,177
183,p184,38,"(-500.0, 866.03)","(-500.0, 4330.13)",H1,H18,3999,189
184,p185,38,"(1000.0, 0.0)","(3500.0, -2598.08)",H1,H10,4000,202
185,p186,39,"(-500.0, 866.03)","(-2000.0, 1732.05)",H1,H16,1999,135
186,p187,39,"(0, 0)","(-3500.0, -866.03)",H1,H15,4000,234
187,p188,39,"(-500.0, 866.03)","(500.0, -866.03)",H1,H1,2000,141
188,p189,40,"(1000.0, 0.0)","(-3500.0, 866.03)",H1,H15,5000,250
189,p190,40,"(1000.0, 0.0)","(2500.0, 866.03)",H1,H2,2000,141
190,p191,41,"(500.0, -866.03)","(4000.0, 1732.05)",H1,H8,5000,242
191,p192,42,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H11,2999,169
192,p193,42,"(0, 0)","(3500.0, 866.03)",H1,H9,4000,234
193,p194,42,"(0, 0)","(2000.0, -1732.05)",H1,H11,2999,141
194,p195,42,"(500.0, -866.03)","(3000.0, -1732.05)",H1,H10,2999,204
195,p196,42,"(-1000.0, 0.0)","(-3500.0, -866.03)",H1,H14,3000,190
196,p197,43,"(0, 0)","(500.0, 2598.08)",H1,H7,3000,168
197,p198,44,"(-500.0, -866.03)","(3000.0, 1732.05)",H1,H8,5000,317
198,p199,44,"(-500.0, 866.03)","(-1000.0, -1732.05)",H1,H5,3000,179
199,p200,44,"(500.0, 866.03)","(-2500.0, -866.03)",H1,H5,4000,267
200,p201,44,"(0, 0)","(2000.0, 1732.05)",H1,H19,2999,166
201,p202,45,"(500.0, 866.03)","(2000.0, -1732.05)",H1,H10,3000,213
202,p203,45,"(-500.0, -866.03)","(-1500.0, 866.03)",H1,H6,2000,118
203,p204,45,"(500.0, 866.03)","(-1000.0, -1732.05)",H1,H5,3000,184
204,p205,45,"(0, 0)","(2500.0, -2598.08)",H1,H11,4000,230
205,p206,46,"(500.0, 866.03)","(0, -1732.05)",H1,H4,3000,181
206,p207,46,"(1000.0, 0.0)","(-4000.0, 0.0)",H1,H15,5000,298
207,p208,46,"(0, 0)","(-2000.0, 0.0)",H1,H5,2000,142
208,p209,46,"(-500.0, -866.03)","(2000.0, -3464.1)",H1,H11,3999,204
209,p210,46,"(-500.0, 866.03)","(1500.0, 866.03)",H1,H2,2000,158
210,p211,46,"(0, 0)","(1500.0, -866.03)",H1,H3,2000,129
211,p212,46,"(-500.0, 866.03)","(2000.0, 0.0)",H1,H9,3000,192
212,p213,46,"(-500.0, -866.03)","(4000.0, -1732.05)",H1,H10,4999,316
213,p214,47,"(1000.0, 0.0)","(-500.0, 2598.08)",H1,H17,3000,153
214,p215,47,"(1000.0, 0.0)","(1500.0, 2598.08)",H1,H19,3000,175
215,p216,48,"(-500.0, -866.03)","(-2500.0, -2598.08)",H1,H14,2999,203
216,p217,48,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H3,2999,158
217,p218,49,"(-500.0, -866.03)","(1000.0, 1732.05)",H1,H2,3000,146
218,p219,49,"(-500.0, -866.03)","(500.0, -4330.13)",H1,H12,3999,260
219,p220,49,"(500.0, 866.03)","(2500.0, 866.03)",H1,H9,2000,136
220,p221,49,"(0, 0)","(-2500.0, -866.03)",H1,H14,3000,193
221,p222,50,"(0, 0)","(-1500.0, -2598.08)",H1,H13,3000,141
222,p223,50,"(-1000.0, 0.0)","(-4000.0, 1732.05)",H1,H16,3999,201
223,p224,50,"(-500.0, -866.03)","(500.0, 2598.08)",H1,H19,4000,203
224,p225,50,"(500.0, 866.03)","(-2500.0, 866.03)",H1,H16,3000,161
225,p226,50,"(500.0, 866.03)","(500.0, -866.03)",H1,H4,2000,121
226,p227,50,"(-500.0, 866.03)","(-3500.0, -866.03)",H1,H14,4000,273
227,p228,50,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H19,1999,126
228,p229,50,"(-500.0, 866.03)","(2500.0, -2598.08)",H1,H10,5000,335
229,p230,50,"(-500.0, 866.03)","(2500.0, -866.03)",H1,H10,4000,235
230,p231,50,"(500.0, -866.03)","(2000.0, 1732.05)",H1,H19,3000,160
231,p232,50,"(500.0, -866.03)","(-500.0, -2598.08)",H1,H4,1999,162
232,p233,51,"(0, 0)","(-1500.0, 2598.08)",H1,H17,3000,168
233,p234,51,"(0, 0)","(0, 1732.05)",H1,H7,1999,143
234,p235,51,"(1000.0, 0.0)","(3000.0, -1732.05)",H1,H10,2999,191
235,p236,51,"(500.0, 866.03)","(-500.0, 2598.08)",H1,H7,1999,147
236,p237,51,"(0, 0)","(1000.0, 1732.05)",H1,H7,1999,159
237,p238,51,"(500.0, 866.03)","(-2000.0, 1732.05)",H1,H16,2999,195
238,p239,51,"(-500.0, 866.03)","(-1000.0, -1732.05)",H1,H4,3000,157
239,p240,51,"(500.0, 866.03)","(2000.0, 3464.1)",H1,H19,2999,202
240,p241,51,"(0, 0)","(4000.0, -1732.05)",H1,H10,4999,276
241,p242,52,"(500.0, 866.03)","(-2000.0, 0.0)",H1,H6,3000,215
242,p243,52,"(-1000.0, 0.0)","(2500.0, 866.03)",H1,H2,4000,251
243,p244,52,"(500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,295
244,p245,52,"(-500.0, -866.03)","(-3500.0, -866.03)",H1,H14,3000,203
245,p246,52,"(0, 0)","(500.0, -2598.08)",H1,H4,3000,220
246,p247,52,"(500.0, 866.03)","(-2500.0, 866.03)",H1,H15,3000,180
247,p248,53,"(0, 0)","(500.0, -2598.08)",H1,H11,3000,209
248,p249,53,"(500.0, -866.03)","(-500.0, 2598.08)",H1,H18,4000,288
249,p250,53,"(1000.0, 0.0)","(1000.0, -1732.05)",H1,H4,1999,115
250,p251,53,"(-1000.0, 0.0)","(500.0, 4330.13)",H1,H18,5000,284
251,p252,53,"(-500.0, 866.03)","(-2000.0, 0.0)",H1,H6,2000,146
252,p253,53,"(-500.0, -866.03)","(2500.0, -866.03)",H1,H10,3000,219
253,p254,53,"(-500.0, -866.03)","(-1000.0, 1732.05)",H1,H6,3000,212
254,p255,53,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H8,1999,153
255,p256,54,"(1000.0, 0.0)","(-2000.0, 0.0)",H1,H6,3000,173
256,p257,54,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H13,3000,168
257,p258,54,"(500.0, 866.03)","(-500.0, -866.03)",H1,H4,2000,165
258,p259,55,"(1000.0, 0.0)","(1000.0, 1732.05)",H1,H19,1999,169
259,p260,55,"(500.0, 866.03)","(500.0, 2598.08)",H1,H19,1999,168
260,p261,55,"(0, 0)","(1500.0, -866.03)",H1,H3,2000,155
261,p262,56,"(500.0, 866.03)","(500.0, 2598.08)",H1,H7,1999,165
262,p263,56,"(500.0, 866.03)","(-500.0, -866.03)",H1,H4,2000,174
263,p264,56,"(1000.0, 0.0)","(-2000.0, -1732.05)",H1,H13,3999,212
264,p265,56,"(-500.0, -866.03)","(1000.0, 0.0)",H1,H3,2000,139
265,p266,56,"(500.0, -866.03)","(-2500.0, 2598.08)",H1,H17,5000,311
266,p267,56,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H2,1999,119
267,p268,57,"(-500.0, -866.03)","(-1500.0, 866.03)",H1,H6,2000,173
268,p269,57,"(500.0, -866.03)","(1000.0, 1732.05)",H1,H19,3000,207
269,p270,57,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H7,1999,145
270,p271,57,"(500.0, -866.03)","(-3500.0, -866.03)",H1,H15,4000,242
271,p272,58,"(1000.0, 0.0)","(-2000.0, 0.0)",H1,H5,3000,205
272,p273,58,"(500.0, -866.03)","(1500.0, 2598.08)",H1,H19,4000,281
273,p274,58,"(0, 0)","(-1000.0, 1732.05)",H1,H6,1999,145
274,p275,58,"(500.0, 866.03)","(500.0, -866.03)",H1,H1,2000,141
275,p276,58,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H14,3000,196
276,p277,58,"(0, 0)","(2500.0, -2598.08)",H1,H11,4000,231
277,p278,58,"(-500.0, -866.03)","(3500.0, 866.03)",H1,H8,5000,253
278,p279,58,"(500.0, 866.03)","(4000.0, -1732.05)",H1,H10,5000,358
279,p280,59,"(500.0, -866.03)","(3500.0, 866.03)",H1,H9,4000,243
280,p281,59,"(-1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,5000,242
281,p282,59,"(500.0, -866.03)","(-3500.0, -2598.08)",H1,H14,4999,305
282,p283,59,"(500.0, 866.03)","(-1000.0, 3464.1)",H1,H17,2999,190
283,p284,59,"(500.0, 866.03)","(2500.0, -866.03)",H1,H10,3000,174
284,p285,59,"(-500.0, -866.03)","(-1500.0, 866.03)",H1,H6,2000,159
285,p286,59,"(0, 0)","(1000.0, -3464.1)",H1,H11,3999,227
286,p287,60,"(500.0, 866.03)","(500.0, -2598.08)",H1,H12,4000,271
287,p288,61,"(-500.0, 866.03)","(-2500.0, -2598.08)",H1,H14,4000,298
288,p289,61,"(-1000.0, 0.0)","(2000.0, 0.0)",H1,H9,3000,221
289,p290,61,"(1000.0, 0.0)","(3500.0, -866.03)",H1,H10,3000,219
290,p291,61,"(-500.0, 866.03)","(2500.0, -866.03)",H1,H9,4000,215
291,p292,61,"(1000.0, 0.0)","(-500.0, -866.03)",H1,H4,2000,140
292,p293,62,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H9,4000,263
293,p294,62,"(-500.0, -866.03)","(2500.0, -866.03)",H1,H10,3000,159
294,p295,63,"(-1000.0, 0.0)","(-500.0, 4330.13)",H1,H18,5000,336
295,p296,63,"(0, 0)","(3500.0, 2598.08)",H1,H8,5000,300
296,p297,63,"(1000.0, 0.0)","(-2500.0, -2598.08)",H1,H13,5000,309
297,p298,63,"(1000.0, 0.0)","(-1000.0, -1732.05)",H1,H5,2999,169
298,p299,63,"(500.0, 866.03)","(-2000.0, 1732.05)",H1,H17,2999,159
299,p300,64,"(500.0, 866.03)","(3500.0, 866.03)",H1,H9,3000,199
300,p301,64,"(1000.0, 0.0)","(4000.0, 1732.05)",H1,H8,3999,234
301,p302,64,"(1000.0, 0.0)","(-1500.0, -2598.08)",H1,H13,4000,224
302,p303,64,"(-500.0, 866.03)","(2000.0, 0.0)",H1,H9,3000,244
303,p304,64,"(500.0, 866.03)","(2500.0, -2598.08)",H1,H11,4000,189
304,p305,64,"(0, 0)","(2500.0, -866.03)",H1,H9,3000,210
305,p306,64,"(-1000.0, 0.0)","(3500.0, -866.03)",H1,H9,5000,289
306,p307,64,"(-500.0, -866.03)","(-2500.0, -866.03)",H1,H15,2000,157
307,p308,65,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H19,1999,159
308,p309,65,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H13,3000,221
309,p310,65,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H6,1999,155
310,p311,65,"(-1000.0, 0.0)","(500.0, -866.03)",H1,H3,2000,150
311,p312,65,"(-500.0, 866.03)","(3500.0, -2598.08)",H1,H10,6000,306
312,p313,65,"(-1000.0, 0.0)","(3500.0, 866.03)",H1,H8,5000,242
313,p314,65,"(-500.0, -866.03)","(2500.0, -866.03)",H1,H3,3000,186
314,p315,65,"(-1000.0, 0.0)","(-2000.0, 1732.05)",H1,H16,1999,146
315,p316,66,"(500.0, 866.03)","(-2500.0, -866.03)",H1,H5,4000,291
316,p317,66,"(-500.0, 866.03)","(3500.0, -866.03)",H1,H10,5000,255
317,p318,66,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H10,1999,156
318,p319,66,"(-500.0, -866.03)","(-3500.0, -2598.08)",H1,H14,3999,200
319,p320,66,"(-500.0, -866.03)","(-2000.0, -1732.05)",H1,H5,1999,140
320,p321,66,"(-500.0, 866.03)","(1000.0, 0.0)",H1,H2,2000,171
321,p322,66,"(0, 0)","(1500.0, -866.03)",H1,H3,2000,149
322,p323,66,"(500.0, -866.03)","(-2500.0, 866.03)",H1,H6,4000,265
323,p324,66,"(0, 0)","(1000.0, 1732.05)",H1,H19,1999,174
