,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
45,p46,9,"(1000.0, 1732.05)","(-1500.0, 2598.08)",H7,H17,3000,147
46,p47,9,"(1000.0, 1732.05)","(-500.0, 866.03)",H7,H7,1999,104
47,p48,9,"(-1000.0, -1732.05)","(-500.0, 866.03)",H13,H6,3000,175
48,p49,9,"(-2000.0, 1732.05)","(1000.0, -3464.1)",H6,H11,5999,275
49,p50,9,"(500.0, 866.03)","(-1500.0, 866.03)",H2,H6,2000,123
50,p51,9,"(-500.0, -866.03)","(-2500.0, 866.03)",H4,H15,3000,144
51,p52,9,"(3500.0, -866.03)","(500.0, 866.03)",H9,H1,4000,180
52,p53,9,"(-500.0, 866.03)","(1500.0, 2598.08)",H7,H19,2999,123
53,p54,10,"(-1000.0, -3464.1)","(3500.0, 866.03)",H12,H9,7000,392
54,p55,10,"(0, 0)","(0, -3464.1)",H1,H12,3999,178
55,p56,10,"(-500.0, 2598.08)","(4000.0, 1732.05)",H7,H8,5000,253
56,p57,11,"(4000.0, -1732.05)","(4000.0, 0.0)",H10,H9,1999,90
57,p58,11,"(3500.0, -866.03)","(2000.0, -1732.05)",H10,H11,1999,106
58,p59,11,"(2000.0, 3464.1)","(-3000.0, -1732.05)",H19,H14,7999,294
59,p60,11,"(500.0, 866.03)","(2500.0, -2598.08)",H2,H11,4000,232
60,p61,12,"(-1000.0, -3464.1)","(2500.0, 2598.08)",H13,H19,7000,230
61,p62,12,"(-2500.0, 866.03)","(0, -3464.1)",H15,H12,5000,243
62,p63,12,"(1000.0, 3464.1)","(500.0, -866.03)",H18,H4,5000,276
63,p64,12,"(1000.0, -1732.05)","(-2500.0, 866.03)",H4,H6,5000,279
64,p65,13,"(1000.0, -1732.05)","(-4000.0, -1732.05)",H11,H14,5000,271
65,p66,13,"(0, 3464.1)","(0, -3464.1)",H18,H12,7999,488
66,p67,13,"(3000.0, 0.0)","(500.0, 2598.08)",H9,H7,4000,203
67,p68,14,"(-500.0, 2598.08)","(3500.0, -866.03)",H7,H10,6000,284
68,p69,14,"(2000.0, -1732.05)","(4000.0, 0.0)",H11,H9,2999,134
69,p70,14,"(-2000.0, 0.0)","(1000.0, -3464.1)",H6,H11,4999,275
70,p71,14,"(3500.0, 866.03)","(-3000.0, -1732.05)",H8,H14,8000,417
71,p72,14,"(500.0, -2598.08)","(-2500.0, -2598.08)",H4,H13,3000,162
72,p73,14,"(500.0, -4330.13)","(2000.0, -0.0)",H12,H2,5000,248
73,p74,15,"(500.0, -866.03)","(3500.0, 866.03)",H4,H8,4000,223
74,p75,15,"(-1000.0, -3464.1)","(2000.0, -3464.1)",H13,H11,3000,166
75,p76,15,"(2000.0, 1732.05)","(2000.0, -3464.1)",H8,H11,5999,274
76,p77,15,"(3500.0, 2598.08)","(500.0, -2598.08)",H8,H11,6000,253
77,p78,15,"(2000.0, 0.0)","(2500.0, 2598.08)",H9,H8,3000,159
78,p79,15,"(-1000.0, 3464.1)","(-1000.0, -3464.1)",H17,H12,7999,337
79,p80,15,"(-4000.0, -1732.05)","(-2000.0, 1732.05)",H14,H6,3999,162
80,p81,16,"(-500.0, -2598.08)","(-1000.0, 3464.1)",H4,H17,7000,343
81,p82,16,"(500.0, 4330.13)","(-3500.0, -2598.08)",H18,H14,8000,289
82,p83,16,"(2500.0, -866.03)","(-500.0, -2598.08)",H9,H4,3999,217
83,p84,16,"(500.0, -2598.08)","(-1000.0, -0.0)",H4,H6,3000,120
84,p85,16,"(-500.0, -2598.08)","(2500.0, -2598.08)",H12,H11,3000,187
85,p86,17,"(0, -3464.1)","(500.0, 866.03)",H12,H7,5000,281
86,p87,17,"(500.0, -2598.08)","(-2500.0, 2598.08)",H4,H16,6000,294
87,p88,17,"(3500.0, 866.03)","(500.0, -2598.08)",H9,H11,5000,260
88,p89,17,"(3500.0, 2598.08)","(3000.0, 0.0)",H8,H9,3000,116
89,p90,17,"(-1500.0, -2598.08)","(1500.0, 866.03)",H13,H2,5000,290
90,p91,18,"(3000.0, 1732.05)","(500.0, 866.03)",H8,H7,2999,138
91,p92,18,"(1000.0, -3464.1)","(-500.0, -2598.08)",H12,H13,1999,117
92,p93,18,"(500.0, -2598.08)","(2500.0, 866.03)",H11,H2,4000,241
93,p94,18,"(-1000.0, -0.0)","(4000.0, 0.0)",H6,H9,5000,300
94,p95,18,"(-500.0, 2598.08)","(-1000.0, -0.0)",H18,H6,3000,131
95,p96,18,"(500.0, -2598.08)","(1500.0, 866.03)",H12,H2,4000,220
96,p97,19,"(500.0, 2598.08)","(-2000.0, -3464.1)",H19,H13,7000,372
97,p98,19,"(-500.0, 2598.08)","(500.0, -4330.13)",H7,H12,8000,379
98,p99,19,"(-2000.0, -1732.05)","(-500.0, 2598.08)",H5,H17,5000,196
99,p100,19,"(500.0, -866.03)","(2500.0, -2598.08)",H3,H10,2999,118
100,p101,19,"(-1000.0, -3464.1)","(500.0, -2598.08)",H13,H4,1999,97
101,p102,20,"(-2000.0, 0.0)","(1000.0, 1732.05)",H15,H7,3999,157
102,p103,20,"(500.0, 4330.13)","(-3500.0, -2598.08)",H18,H14,8000,322
103,p104,20,"(500.0, -2598.08)","(-2000.0, 0.0)",H11,H15,4000,226
104,p105,20,"(500.0, 866.03)","(-1500.0, -866.03)",H1,H5,3000,196
105,p106,20,"(0, 0)","(-3500.0, -866.03)",H1,H14,4000,234
106,p107,21,"(500.0, 2598.08)","(2000.0, 1732.05)",H19,H19,2000,106
107,p108,21,"(2000.0, -1732.05)","(-3500.0, -2598.08)",H10,H14,6000,265
108,p109,21,"(-4000.0, 1732.05)","(1000.0, 3464.1)",H16,H19,5999,251
109,p110,21,"(2000.0, 0.0)","(-500.0, 2598.08)",H3,H7,4000,213
110,p111,21,"(-3500.0, -866.03)","(2000.0, 0.0)",H14,H3,6000,230
111,p112,21,"(-4000.0, 0.0)","(2000.0, 0.0)",H15,H9,6000,248
112,p113,21,"(1000.0, 3464.1)","(2000.0, -1732.05)",H19,H10,5999,237
113,p114,21,"(-2000.0, 0.0)","(-4000.0, -1732.05)",H5,H14,2999,167
114,p115,22,"(-500.0, 4330.13)","(-1500.0, -866.03)",H18,H5,6000,349
115,p116,22,"(500.0, -2598.08)","(3500.0, -2598.08)",H12,H10,3000,155
116,p117,22,"(3000.0, -1732.05)","(-2000.0, 1732.05)",H10,H6,6999,349
117,p118,22,"(2000.0, -0.0)","(-2500.0, 2598.08)",H2,H16,6000,274
118,p119,22,"(-2000.0, -3464.1)","(-3500.0, -2598.08)",H13,H14,1999,112
119,p120,22,"(-1000.0, -0.0)","(2500.0, -866.03)",H6,H3,4000,202
120,p121,23,"(1500.0, 866.03)","(2000.0, 3464.1)",H2,H19,2999,165
121,p122,23,"(2500.0, -866.03)","(2000.0, 3464.1)",H10,H19,5000,239
122,p123,23,"(-1000.0, 3464.1)","(3500.0, 2598.08)",H18,H8,4999,209
123,p124,23,"(1000.0, -1732.05)","(-2000.0, -1732.05)",H4,H5,3000,169
124,p125,24,"(-2500.0, -2598.08)","(-1000.0, -0.0)",H13,H6,3000,153
125,p126,24,"(3500.0, 866.03)","(-1500.0, 866.03)",H9,H6,5000,201
126,p127,24,"(-500.0, -866.03)","(-2000.0, -1732.05)",H4,H13,1999,96
127,p128,25,"(0, 0)","(4000.0, 1732.05)",H1,H8,4999,295
128,p129,25,"(500.0, -866.03)","(-3500.0, -866.03)",H4,H15,4000,190
129,p130,25,"(-2000.0, -1732.05)","(1000.0, 3464.1)",H13,H19,5999,363
130,p131,25,"(-2000.0, -1732.05)","(-2000.0, -3464.1)",H5,H13,1999,109
131,p132,26,"(-3000.0, -1732.05)","(500.0, -866.03)",H14,H3,3999,191
132,p133,26,"(-2500.0, -2598.08)","(-500.0, 2598.08)",H13,H17,6000,292
133,p134,26,"(500.0, -2598.08)","(2000.0, 3464.1)",H12,H19,7000,362
134,p135,26,"(-500.0, -4330.13)","(-2000.0, 1732.05)",H12,H16,7000,362
135,p136,26,"(1000.0, -1732.05)","(-500.0, -4330.13)",H3,H12,3000,185
136,p137,26,"(1500.0, 866.03)","(-1000.0, 1732.05)",H2,H6,2999,159
137,p138,27,"(500.0, 2598.08)","(1000.0, -3464.1)",H18,H11,7000,354
138,p139,27,"(-2500.0, 2598.08)","(3500.0, -2598.08)",H16,H10,9000,507
139,p140,27,"(2000.0, 1732.05)","(-3500.0, 866.03)",H8,H16,5999,293
140,p141,27,"(1000.0, 3464.1)","(2500.0, 866.03)",H19,H9,2999,122
141,p142,28,"(2000.0, 1732.05)","(500.0, 2598.08)",H2,H19,2000,110
142,p143,28,"(3000.0, 0.0)","(-1000.0, -3464.1)",H9,H12,5999,363
143,p144,28,"(0, -1732.05)","(0, 1732.05)",H4,H7,3999,249
144,p145,28,"(-2000.0, 1732.05)","(500.0, 2598.08)",H6,H19,3000,140
145,p146,28,"(1000.0, 3464.1)","(2000.0, -1732.05)",H19,H11,5999,277
146,p147,29,"(-1500.0, -2598.08)","(1000.0, 3464.1)",H13,H18,7000,268
147,p148,29,"(-2000.0, 1732.05)","(1000.0, 1732.05)",H16,H19,3000,151
148,p149,29,"(-2500.0, 2598.08)","(-500.0, 866.03)",H17,H7,2999,194
149,p150,29,"(500.0, -2598.08)","(2500.0, 2598.08)",H12,H8,6000,328
150,p151,30,"(1000.0, 1732.05)","(2500.0, -866.03)",H19,H10,3000,179
151,p152,30,"(500.0, -2598.08)","(3500.0, 2598.08)",H12,H8,6000,292
152,p153,30,"(-1000.0, -1732.05)","(-2000.0, 0.0)",H4,H15,1999,119
153,p154,30,"(-500.0, 4330.13)","(-2000.0, -1732.05)",H18,H5,7000,261
154,p155,30,"(-500.0, -866.03)","(-3000.0, 0.0)",H1,H15,3000,200
155,p156,30,"(1000.0, 1732.05)","(-1000.0, -1732.05)",H19,H5,3999,222
156,p157,31,"(2500.0, 2598.08)","(500.0, -866.03)",H8,H3,4000,235
157,p158,32,"(2000.0, 0.0)","(-1000.0, -0.0)",H9,H6,3000,172
158,p159,32,"(2500.0, -866.03)","(3500.0, -2598.08)",H9,H10,1999,99
159,p160,32,"(-2500.0, 2598.08)","(3000.0, 0.0)",H16,H9,7000,359
160,p161,32,"(-3000.0, 0.0)","(2000.0, 1732.05)",H15,H2,5999,277
161,p162,32,"(-2500.0, -866.03)","(2500.0, -866.03)",H15,H9,5000,269
162,p163,32,"(1000.0, -1732.05)","(-500.0, -4330.13)",H11,H12,3000,187
163,p164,32,"(3500.0, 2598.08)","(1000.0, -3464.1)",H8,H11,7000,356
164,p165,33,"(500.0, -2598.08)","(-2000.0, 1732.05)",H12,H17,5000,300
165,p166,33,"(-2500.0, -866.03)","(-4000.0, 0.0)",H14,H15,2000,124
166,p167,33,"(500.0, -4330.13)","(2000.0, 3464.1)",H12,H19,9000,362
167,p168,33,"(1500.0, 2598.08)","(-1000.0, -3464.1)",H19,H13,7000,424
168,p169,33,"(500.0, 2598.08)","(-2000.0, 1732.05)",H19,H6,3000,134
169,p170,33,"(3000.0, 0.0)","(-3500.0, -866.03)",H9,H15,7000,365
170,p171,34,"(1500.0, -866.03)","(1500.0, -2598.08)",H3,H11,1999,130
171,p172,34,"(-2000.0, 1732.05)","(1000.0, -1732.05)",H16,H11,4999,265
172,p173,34,"(500.0, -866.03)","(-500.0, 866.03)",H4,H7,2000,143
173,p174,34,"(-2000.0, -1732.05)","(2500.0, -2598.08)",H5,H11,5000,268
174,p175,34,"(1000.0, -3464.1)","(2500.0, 2598.08)",H12,H8,7000,391
175,p176,34,"(-4000.0, -1732.05)","(-1000.0, 0.0)",H14,H1,3999,224
176,p177,34,"(2500.0, 2598.08)","(-1000.0, -0.0)",H8,H6,5000,229
177,p178,34,"(-2000.0, -1732.05)","(1000.0, 1732.05)",H13,H7,4999,217
178,p179,34,"(1000.0, -3464.1)","(2500.0, 2598.08)",H12,H8,7000,253
179,p180,35,"(-1000.0, 3464.1)","(-2500.0, -866.03)",H18,H15,5000,275
180,p181,35,"(1000.0, 0.0)","(1000.0, 3464.1)",H1,H18,3999,241
181,p182,35,"(3000.0, 1732.05)","(-2000.0, 0.0)",H8,H5,5999,279
182,p183,35,"(2000.0, 1732.05)","(2500.0, -2598.08)",H2,H11,5000,206
183,p184,35,"(-2000.0, 0.0)","(1500.0, -866.03)",H5,H3,4000,229
184,p185,35,"(-2000.0, 0.0)","(500.0, 4330.13)",H15,H18,5000,209
185,p186,35,"(3500.0, 866.03)","(2000.0, -0.0)",H8,H2,2000,127
186,p187,35,"(-1500.0, -2598.08)","(2500.0, -866.03)",H13,H3,4999,308
187,p188,35,"(-1500.0, -2598.08)","(2500.0, -2598.08)",H13,H11,4000,167
188,p189,35,"(0, -3464.1)","(2000.0, -0.0)",H12,H2,3999,189
189,p190,35,"(0, -3464.1)","(-2000.0, 3464.1)",H12,H17,7999,390
190,p191,35,"(-1000.0, 3464.1)","(-1000.0, 1732.05)",H17,H7,1999,137
191,p192,36,"(-2000.0, 1732.05)","(3000.0, -1732.05)",H17,H10,6999,300
192,p193,36,"(2500.0, -2598.08)","(1000.0, -1732.05)",H11,H3,2000,122
193,p194,36,"(3500.0, -2598.08)","(2000.0, 1732.05)",H10,H19,5000,312
194,p195,36,"(-1000.0, 0.0)","(1000.0, 1732.05)",H1,H19,2999,174
195,p196,36,"(500.0, 2598.08)","(-2500.0, 866.03)",H18,H6,3999,209
196,p197,36,"(1000.0, -1732.05)","(1500.0, 866.03)",H11,H2,3000,184
197,p198,37,"(-2500.0, 866.03)","(-500.0, -866.03)",H16,H1,3000,163
198,p199,37,"(-1500.0, -2598.08)","(1000.0, 1732.05)",H13,H2,5000,202
199,p200,37,"(1000.0, -1732.05)","(-3500.0, -866.03)",H11,H15,4999,283
200,p201,37,"(500.0, 866.03)","(-4000.0, 1732.05)",H1,H16,4999,310
201,p202,37,"(-3000.0, 0.0)","(500.0, 2598.08)",H15,H7,5000,211
202,p203,37,"(-500.0, -866.03)","(-2000.0, 0.0)",H1,H5,2000,127
203,p204,38,"(-2500.0, 2598.08)","(2500.0, -866.03)",H16,H9,7000,298
204,p205,38,"(3500.0, 2598.08)","(-1000.0, 1732.05)",H8,H7,5000,248
205,p206,38,"(0, 1732.05)","(1000.0, -1732.05)",H7,H4,3999,191
206,p207,38,"(2500.0, -866.03)","(1000.0, -1732.05)",H9,H4,1999,148
207,p208,38,"(-2500.0, 866.03)","(1500.0, -866.03)",H6,H3,5000,248
208,p209,38,"(-3500.0, 2598.08)","(-500.0, -2598.08)",H16,H4,6000,341
209,p210,39,"(-1500.0, 866.03)","(1000.0, -3464.1)",H6,H12,5000,279
210,p211,39,"(-1000.0, 3464.1)","(-1000.0, -1732.05)",H17,H4,5999,302
211,p212,39,"(500.0, -4330.13)","(-3500.0, -866.03)",H12,H15,5999,334
212,p213,39,"(-1000.0, -3464.1)","(2500.0, 866.03)",H12,H8,6000,378
213,p214,39,"(-1000.0, 3464.1)","(-2000.0, -1732.05)",H18,H5,5999,295
214,p215,39,"(1000.0, -3464.1)","(-2000.0, 0.0)",H12,H6,4999,252
215,p216,40,"(-2000.0, -1732.05)","(-2000.0, -3464.1)",H13,H13,1999,116
216,p217,40,"(2000.0, -1732.05)","(500.0, -866.03)",H3,H1,1999,131
217,p218,40,"(-2500.0, 866.03)","(-1000.0, 0.0)",H15,H5,2000,139
218,p219,40,"(0, 3464.1)","(3000.0, 1732.05)",H18,H8,3999,167
219,p220,40,"(-1000.0, 0.0)","(1500.0, 2598.08)",H1,H19,4000,215
220,p221,40,"(-1500.0, 2598.08)","(-2000.0, -1732.05)",H17,H5,5000,307
221,p222,40,"(-1000.0, 1732.05)","(-2000.0, 0.0)",H7,H6,1999,107
222,p223,40,"(2000.0, 0.0)","(2000.0, 3464.1)",H3,H19,3999,232
223,p224,41,"(4000.0, 0.0)","(2000.0, -1732.05)",H9,H10,2999,166
224,p225,41,"(2000.0, 0.0)","(-3000.0, 0.0)",H9,H15,5000,230
225,p226,41,"(-2000.0, 0.0)","(-500.0, -4330.13)",H5,H12,5000,206
226,p227,41,"(-2000.0, 0.0)","(500.0, 2598.08)",H5,H19,4000,178
227,p228,41,"(-500.0, 2598.08)","(500.0, 4330.13)",H7,H18,1999,138
228,p229,41,"(0, -1732.05)","(1000.0, 0.0)",H4,H3,1999,149
229,p230,41,"(500.0, 2598.08)","(-2000.0, 1732.05)",H19,H6,3000,176
230,p231,42,"(-1000.0, -3464.1)","(2500.0, -2598.08)",H12,H10,3999,212
231,p232,42,"(-500.0, 866.03)","(-3500.0, -866.03)",H6,H15,4000,262
232,p233,42,"(-500.0, -2598.08)","(-3500.0, -866.03)",H4,H14,3999,181
233,p234,42,"(-1000.0, 1732.05)","(-500.0, -866.03)",H6,H1,3000,161
234,p235,42,"(-500.0, -2598.08)","(-500.0, 866.03)",H4,H6,4000,215
235,p236,42,"(-1000.0, 0.0)","(1500.0, -2598.08)",H5,H11,4000,244
236,p237,42,"(-500.0, -4330.13)","(500.0, 866.03)",H12,H2,6000,291
237,p238,42,"(2000.0, 0.0)","(-2000.0, 1732.05)",H9,H16,4999,324
238,p239,43,"(-4000.0, -1732.05)","(-1000.0, -3464.1)",H14,H13,3999,273
239,p240,43,"(-2500.0, -2598.08)","(1000.0, 3464.1)",H13,H18,7000,328
240,p241,43,"(500.0, -2598.08)","(-500.0, 866.03)",H11,H1,4000,177
241,p242,43,"(-500.0, -2598.08)","(500.0, 2598.08)",H12,H7,6000,306
242,p243,43,"(-500.0, 2598.08)","(-3500.0, 866.03)",H7,H16,3999,254
243,p244,43,"(-3500.0, -866.03)","(-3500.0, -2598.08)",H14,H14,1999,139
244,p245,44,"(-2000.0, 0.0)","(0, 0)",H5,H1,2000,129
245,p246,44,"(-1000.0, -1732.05)","(-2000.0, 1732.05)",H13,H6,3999,224
246,p247,44,"(500.0, -2598.08)","(3500.0, -866.03)",H12,H10,3999,205
247,p248,44,"(2000.0, -1732.05)","(2500.0, 866.03)",H10,H9,3000,197
248,p249,44,"(2000.0, -1732.05)","(-500.0, -2598.08)",H11,H13,3000,215
249,p250,44,"(0, -1732.05)","(4000.0, -1732.05)",H4,H10,4000,208
250,p251,45,"(-500.0, 866.03)","(4000.0, -1732.05)",H1,H10,6000,329
251,p252,45,"(-1000.0, -3464.1)","(2000.0, 1732.05)",H13,H8,5999,264
252,p253,45,"(-2000.0, 1732.05)","(-2500.0, -866.03)",H17,H15,3000,162
253,p254,45,"(1000.0, 0.0)","(-2500.0, -2598.08)",H2,H14,5000,279
254,p255,45,"(-2500.0, 2598.08)","(2000.0, -3464.1)",H16,H11,8000,410
255,p256,45,"(500.0, -866.03)","(-2000.0, 1732.05)",H3,H16,4000,271
256,p257,45,"(4000.0, 0.0)","(2500.0, 866.03)",H9,H8,2000,132
257,p258,46,"(-3500.0, -866.03)","(2500.0, 2598.08)",H14,H19,8000,478
258,p259,46,"(-2000.0, 1732.05)","(1000.0, 1732.05)",H17,H7,3000,194
259,p260,46,"(-500.0, 4330.13)","(1500.0, 866.03)",H18,H2,3999,243
260,p261,46,"(1000.0, 1732.05)","(-1000.0, -3464.1)",H7,H13,5999,334
261,p262,46,"(-1500.0, 2598.08)","(3000.0, 1732.05)",H17,H8,5000,334
262,p263,47,"(1000.0, 1732.05)","(-2000.0, 1732.05)",H2,H6,3000,156
263,p264,47,"(-500.0, 2598.08)","(-3500.0, 866.03)",H7,H15,3999,229
264,p265,47,"(-1000.0, 0.0)","(1500.0, 2598.08)",H5,H19,4000,251
265,p266,47,"(-3500.0, -866.03)","(-1500.0, -2598.08)",H15,H13,2999,201
266,p267,47,"(-500.0, 866.03)","(3500.0, -2598.08)",H6,H10,6000,320
267,p268,47,"(-2000.0, 0.0)","(-2000.0, 1732.05)",H5,H17,1999,114
268,p269,48,"(2000.0, -0.0)","(-500.0, 866.03)",H2,H7,3000,151
269,p270,48,"(2000.0, -0.0)","(500.0, 2598.08)",H2,H18,3000,209
270,p271,49,"(-2500.0, 866.03)","(2500.0, 2598.08)",H6,H19,5999,318
271,p272,49,"(-500.0, 866.03)","(1000.0, 0.0)",H1,H1,2000,158
272,p273,49,"(-1000.0, 1732.05)","(-1000.0, -1732.05)",H17,H5,3999,275
273,p274,50,"(2000.0, 1732.05)","(1000.0, 3464.1)",H19,H19,1999,156
274,p275,50,"(3500.0, 866.03)","(-500.0, 4330.13)",H9,H18,5999,291
275,p276,50,"(-2500.0, -866.03)","(1000.0, -1732.05)",H14,H3,3999,268
276,p277,50,"(4000.0, -1732.05)","(-2000.0, -1732.05)",H10,H14,6000,245
277,p278,50,"(-2500.0, 2598.08)","(2500.0, 2598.08)",H17,H19,5000,320
278,p279,50,"(-3000.0, -1732.05)","(-1000.0, -1732.05)",H14,H4,2000,170
279,p280,50,"(-500.0, 4330.13)","(3000.0, 0.0)",H18,H9,6000,317
280,p281,50,"(500.0, -2598.08)","(2000.0, -1732.05)",H12,H10,2000,121
281,p282,51,"(-1500.0, 2598.08)","(2000.0, 1732.05)",H17,H8,4000,216
282,p283,51,"(-2000.0, 0.0)","(2500.0, -2598.08)",H5,H11,6000,353
283,p284,51,"(4000.0, -1732.05)","(500.0, -866.03)",H10,H3,3999,284
284,p285,51,"(-500.0, 866.03)","(-4000.0, -1732.05)",H6,H14,5000,267
285,p286,51,"(-2500.0, -866.03)","(500.0, -2598.08)",H15,H4,3999,198
286,p287,51,"(2000.0, 0.0)","(1000.0, -1732.05)",H9,H11,1999,146
287,p288,51,"(-500.0, -866.03)","(-2000.0, 0.0)",H4,H6,2000,116
288,p289,52,"(-2500.0, 866.03)","(-1000.0, 3464.1)",H15,H18,2999,172
289,p290,52,"(-2000.0, 1732.05)","(1000.0, 0.0)",H17,H1,3999,241
290,p291,52,"(3500.0, 866.03)","(1000.0, -1732.05)",H9,H3,4000,272
291,p292,52,"(500.0, 866.03)","(2500.0, -866.03)",H1,H9,3000,142
292,p293,52,"(-500.0, -2598.08)","(2000.0, 1732.05)",H12,H19,5000,220
293,p294,52,"(-500.0, 2598.08)","(-2000.0, 0.0)",H7,H6,3000,192
294,p295,52,"(-2000.0, 0.0)","(1000.0, -3464.1)",H6,H12,4999,325
295,p296,52,"(1500.0, -2598.08)","(-2500.0, -866.03)",H11,H5,4999,247
296,p297,52,"(2000.0, -3464.1)","(0, 0)",H11,H1,3999,266
297,p298,53,"(-1000.0, -3464.1)","(-4000.0, 1732.05)",H12,H16,5999,327
298,p299,53,"(500.0, -4330.13)","(1500.0, -2598.08)",H12,H11,1999,148
299,p300,53,"(-500.0, -866.03)","(-2500.0, 866.03)",H5,H16,3000,194
300,p301,54,"(0, -3464.1)","(2000.0, 3464.1)",H12,H19,7999,500
301,p302,54,"(-500.0, 2598.08)","(-1000.0, -3464.1)",H7,H12,7000,272
302,p303,55,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H8,1999,151
303,p304,55,"(500.0, 2598.08)","(2500.0, -866.03)",H18,H9,4000,254
304,p305,55,"(-2000.0, 1732.05)","(-500.0, 4330.13)",H17,H18,3000,179
305,p306,56,"(500.0, 2598.08)","(1000.0, -3464.1)",H18,H11,7000,367
306,p307,56,"(500.0, 2598.08)","(500.0, -2598.08)",H19,H11,6000,276
307,p308,56,"(2000.0, 1732.05)","(2500.0, -866.03)",H2,H9,3000,229
308,p309,56,"(-500.0, 4330.13)","(-2000.0, 1732.05)",H18,H6,3000,179
309,p310,56,"(-1000.0, 0.0)","(-3000.0, -1732.05)",H5,H14,2999,155
310,p311,57,"(3500.0, -866.03)","(-4000.0, 1732.05)",H9,H16,9000,348
311,p312,57,"(-500.0, -866.03)","(-2500.0, 866.03)",H1,H16,3000,224
