,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
27,p28,1,"(-500.0, 2598.08)","(-1000.0, -3464.1)",H18,H13,7000,370
28,p29,1,"(2500.0, -2598.08)","(-1000.0, 0.0)",H10,H1,5000,226
29,p30,1,"(-1000.0, -1732.05)","(-500.0, 866.03)",H13,H7,3000,168
30,p31,1,"(500.0, -866.03)","(-2500.0, 2598.08)",H4,H17,5000,289
31,p32,1,"(-2500.0, 866.03)","(-500.0, -866.03)",H15,H4,3000,164
32,p33,1,"(-2500.0, -2598.08)","(-500.0, -866.03)",H14,H1,2999,109
33,p34,1,"(-1500.0, 2598.08)","(-2500.0, -2598.08)",H17,H13,6000,285
34,p35,1,"(500.0, 2598.08)","(2000.0, 3464.1)",H19,H19,1999,81
35,p36,1,"(1000.0, 3464.1)","(3500.0, -2598.08)",H19,H10,7000,341
36,p37,1,"(-2500.0, -866.03)","(-2500.0, 866.03)",H15,H15,2000,102
37,p38,1,"(-2000.0, -1732.05)","(-1000.0, -3464.1)",H14,H12,1999,73
38,p39,1,"(-1000.0, -3464.1)","(2500.0, 866.03)",H13,H9,6000,221
39,p40,1,"(-1000.0, -1732.05)","(1000.0, 3464.1)",H13,H19,5999,228
40,p41,1,"(2000.0, 0.0)","(500.0, -866.03)",H9,H3,2000,89
41,p42,1,"(-1000.0, -1732.05)","(2500.0, 2598.08)",H13,H19,6000,239
42,p43,1,"(-3500.0, 866.03)","(2500.0, 866.03)",H15,H8,6000,199
43,p44,1,"(-3000.0, 0.0)","(500.0, 4330.13)",H15,H18,6000,228
44,p45,1,"(1000.0, 1732.05)","(-1000.0, 3464.1)",H19,H18,2999,153
45,p46,1,"(-500.0, 2598.08)","(-500.0, 4330.13)",H7,H18,1999,105
46,p47,1,"(-1000.0, -0.0)","(500.0, -2598.08)",H6,H12,3000,149
47,p48,1,"(500.0, 2598.08)","(-2000.0, 0.0)",H7,H6,4000,210
48,p49,2,"(-2500.0, -2598.08)","(3500.0, -866.03)",H13,H10,6999,354
49,p50,2,"(-1000.0, 1732.05)","(-3500.0, 866.03)",H6,H16,2999,137
50,p51,2,"(4000.0, 1732.05)","(2000.0, -3464.1)",H8,H11,5999,221
51,p52,2,"(1000.0, 3464.1)","(500.0, -866.03)",H19,H4,5000,194
52,p53,2,"(-1000.0, 3464.1)","(2000.0, 0.0)",H17,H9,4999,155
53,p54,2,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H4,3000,146
54,p55,2,"(-2000.0, 0.0)","(-2000.0, 3464.1)",H15,H17,3999,191
55,p56,2,"(1000.0, 1732.05)","(-3000.0, 0.0)",H2,H15,4999,236
56,p57,2,"(-2000.0, -3464.1)","(-3000.0, 0.0)",H13,H15,3999,220
57,p58,2,"(1000.0, -3464.1)","(2000.0, 1732.05)",H12,H2,5999,272
58,p59,2,"(-2000.0, 0.0)","(500.0, -866.03)",H6,H3,3000,96
59,p60,2,"(1000.0, -1732.05)","(2500.0, 866.03)",H3,H9,3000,132
60,p61,2,"(1000.0, -3464.1)","(-1000.0, -1732.05)",H11,H4,2999,117
61,p62,2,"(0, -3464.1)","(2500.0, -2598.08)",H12,H11,2999,168
62,p63,2,"(-500.0, 4330.13)","(-3500.0, 866.03)",H18,H16,4999,158
63,p64,2,"(2000.0, -3464.1)","(-2500.0, -2598.08)",H11,H13,4999,257
64,p65,2,"(-2000.0, 0.0)","(2500.0, 2598.08)",H6,H8,6000,290
65,p66,2,"(500.0, -866.03)","(-1500.0, 2598.08)",H4,H17,4000,141
66,p67,2,"(2000.0, -1732.05)","(4000.0, 0.0)",H3,H9,2999,144
67,p68,2,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H17,1999,102
68,p69,2,"(500.0, -2598.08)","(2000.0, 3464.1)",H4,H19,7000,343
69,p70,2,"(0, -3464.1)","(500.0, -866.03)",H12,H1,2999,155
70,p71,2,"(-4000.0, 0.0)","(500.0, -866.03)",H15,H3,5000,167
71,p72,2,"(2000.0, 0.0)","(-500.0, 866.03)",H3,H1,3000,107
72,p73,2,"(-3000.0, -1732.05)","(1000.0, -3464.1)",H14,H12,4999,227
73,p74,3,"(3500.0, -866.03)","(2500.0, 866.03)",H9,H8,2000,82
74,p75,3,"(-500.0, 2598.08)","(0, -1732.05)",H18,H4,5000,285
75,p76,3,"(2000.0, -0.0)","(-2500.0, -2598.08)",H2,H14,6000,334
76,p77,3,"(-500.0, 2598.08)","(-4000.0, 1732.05)",H7,H16,4000,169
77,p78,3,"(-500.0, -866.03)","(-2000.0, 1732.05)",H5,H6,3000,151
78,p79,3,"(0, -3464.1)","(1000.0, 0.0)",H12,H1,3999,144
79,p80,3,"(-4000.0, 1732.05)","(-1000.0, -1732.05)",H16,H5,4999,195
80,p81,3,"(4000.0, 1732.05)","(-2500.0, -866.03)",H8,H15,8000,315
81,p82,3,"(2500.0, -866.03)","(-500.0, -2598.08)",H9,H4,3999,226
82,p83,3,"(500.0, -866.03)","(1000.0, 1732.05)",H1,H19,3000,116
83,p84,3,"(-1500.0, 866.03)","(0, 0)",H6,H1,2000,67
84,p85,3,"(-500.0, 2598.08)","(3500.0, -866.03)",H18,H10,6000,320
85,p86,3,"(-1000.0, 1732.05)","(2500.0, -866.03)",H17,H10,5000,231
86,p87,3,"(-1000.0, 3464.1)","(-2000.0, 0.0)",H18,H15,3999,178
87,p88,3,"(-500.0, 866.03)","(-2500.0, -2598.08)",H6,H13,4000,173
88,p89,3,"(-3000.0, 1732.05)","(2000.0, -3464.1)",H16,H11,7999,339
89,p90,3,"(3500.0, -2598.08)","(-500.0, -866.03)",H10,H4,4999,216
90,p91,3,"(3500.0, 2598.08)","(1000.0, 0.0)",H8,H1,4000,217
91,p92,3,"(-1000.0, 0.0)","(2500.0, 2598.08)",H1,H19,5000,207
92,p93,3,"(2000.0, 0.0)","(-500.0, 2598.08)",H3,H7,4000,198
93,p94,4,"(-4000.0, -1732.05)","(2000.0, -0.0)",H14,H2,6999,407
94,p95,4,"(-2000.0, 1732.05)","(1500.0, 2598.08)",H6,H19,4000,152
95,p96,4,"(4000.0, -1732.05)","(-1000.0, -0.0)",H10,H6,5999,259
96,p97,4,"(500.0, 2598.08)","(2500.0, -2598.08)",H18,H10,6000,266
97,p98,4,"(-2500.0, 866.03)","(-500.0, -866.03)",H16,H1,3000,106
98,p99,4,"(-2500.0, -2598.08)","(-500.0, -866.03)",H13,H4,2999,146
99,p100,4,"(0, 1732.05)","(-3000.0, 1732.05)",H7,H16,3000,105
100,p101,4,"(2500.0, 2598.08)","(-3500.0, 866.03)",H19,H16,6999,323
101,p102,4,"(-3500.0, 2598.08)","(1000.0, 1732.05)",H16,H19,5000,274
102,p103,4,"(-2500.0, 866.03)","(1000.0, -1732.05)",H16,H3,5000,259
103,p104,4,"(-500.0, -866.03)","(-500.0, 866.03)",H5,H7,2000,69
104,p105,4,"(0, 0)","(2000.0, -0.0)",H1,H2,2000,95
105,p106,4,"(2000.0, 0.0)","(-500.0, -4330.13)",H3,H12,5000,196
106,p107,4,"(-1500.0, 866.03)","(1500.0, -2598.08)",H6,H11,5000,286
107,p108,4,"(-2500.0, -2598.08)","(2500.0, -866.03)",H14,H10,5999,242
108,p109,4,"(2500.0, 866.03)","(-2500.0, 866.03)",H2,H16,5000,265
109,p110,4,"(500.0, 866.03)","(-2500.0, -2598.08)",H2,H14,5000,223
110,p111,4,"(0, -1732.05)","(500.0, 2598.08)",H4,H19,5000,289
111,p112,4,"(2000.0, 0.0)","(0, 1732.05)",H3,H7,2999,173
112,p113,4,"(500.0, -2598.08)","(-2000.0, 1732.05)",H12,H17,5000,268
113,p114,4,"(-500.0, 866.03)","(500.0, -4330.13)",H1,H12,6000,289
114,p115,5,"(2500.0, -866.03)","(-2500.0, -866.03)",H3,H14,5000,170
115,p116,5,"(-2500.0, 2598.08)","(3500.0, -866.03)",H16,H10,8000,480
116,p117,5,"(-2000.0, -3464.1)","(1000.0, 0.0)",H13,H1,4999,226
117,p118,5,"(-1000.0, 1732.05)","(2500.0, 2598.08)",H17,H19,4000,170
118,p119,5,"(-500.0, -866.03)","(-3000.0, 0.0)",H4,H15,3000,136
119,p120,5,"(500.0, -4330.13)","(2500.0, 866.03)",H12,H8,6000,278
120,p121,5,"(2000.0, -1732.05)","(-4000.0, 0.0)",H3,H15,6999,311
121,p122,5,"(1000.0, 0.0)","(-3500.0, 866.03)",H2,H15,5000,266
122,p123,5,"(-1500.0, 2598.08)","(-1000.0, 0.0)",H17,H1,3000,129
123,p124,5,"(-4000.0, -1732.05)","(-500.0, 866.03)",H14,H7,5000,230
124,p125,5,"(0, -3464.1)","(1000.0, -1732.05)",H12,H11,1999,84
125,p126,5,"(-1500.0, -2598.08)","(-3500.0, -866.03)",H13,H15,2999,151
126,p127,5,"(-1000.0, 0.0)","(3500.0, -866.03)",H5,H9,5000,185
127,p128,5,"(-2000.0, 1732.05)","(-500.0, 866.03)",H17,H6,1999,118
128,p129,5,"(-2000.0, -3464.1)","(-500.0, -2598.08)",H13,H4,1999,84
129,p130,5,"(1000.0, 1732.05)","(3500.0, 866.03)",H7,H9,2999,131
130,p131,5,"(1500.0, 866.03)","(3500.0, -866.03)",H2,H10,3000,127
131,p132,5,"(3500.0, -2598.08)","(3500.0, 2598.08)",H10,H8,6000,322
132,p133,5,"(-1000.0, -3464.1)","(1000.0, -1732.05)",H12,H11,2999,173
133,p134,5,"(2000.0, -0.0)","(500.0, 2598.08)",H2,H7,3000,167
134,p135,6,"(-2000.0, 3464.1)","(-1000.0, 0.0)",H17,H1,3999,178
135,p136,6,"(-3500.0, 866.03)","(500.0, 4330.13)",H15,H18,5999,301
136,p137,6,"(-3000.0, 1732.05)","(-2000.0, -3464.1)",H16,H13,5999,261
137,p138,6,"(1000.0, -3464.1)","(3500.0, 866.03)",H11,H9,5000,249
138,p139,6,"(2500.0, -2598.08)","(500.0, -866.03)",H11,H3,2999,137
139,p140,6,"(3500.0, -2598.08)","(-500.0, 866.03)",H10,H1,6000,261
140,p141,6,"(-1000.0, -3464.1)","(-1500.0, 866.03)",H12,H6,5000,228
141,p142,6,"(-3000.0, -1732.05)","(1000.0, 1732.05)",H14,H19,5999,233
142,p143,6,"(1500.0, -866.03)","(-500.0, -2598.08)",H3,H13,2999,139
143,p144,6,"(500.0, -4330.13)","(-2500.0, -866.03)",H12,H14,4999,198
144,p145,6,"(2500.0, 2598.08)","(-4000.0, 0.0)",H8,H15,8000,428
145,p146,6,"(-2000.0, -3464.1)","(-500.0, 2598.08)",H13,H18,7000,292
146,p147,6,"(-1500.0, -2598.08)","(-2000.0, 3464.1)",H13,H17,7000,246
147,p148,6,"(-3500.0, -866.03)","(1000.0, -1732.05)",H15,H3,4999,222
148,p149,6,"(2000.0, 3464.1)","(-1000.0, -1732.05)",H19,H5,5999,265
149,p150,6,"(-2500.0, -866.03)","(-3500.0, 866.03)",H15,H15,2000,89
150,p151,6,"(-1000.0, 0.0)","(3500.0, 2598.08)",H1,H8,6000,327
151,p152,7,"(500.0, -866.03)","(-2000.0, -1732.05)",H4,H5,2999,183
152,p153,7,"(2500.0, -866.03)","(-3000.0, 0.0)",H9,H15,6000,284
153,p154,7,"(2000.0, 3464.1)","(-500.0, 866.03)",H19,H1,3999,165
154,p155,7,"(-3500.0, 866.03)","(2500.0, -2598.08)",H16,H10,8000,257
155,p156,7,"(2000.0, 1732.05)","(500.0, 866.03)",H2,H2,1999,122
156,p157,7,"(1000.0, 1732.05)","(-500.0, 866.03)",H19,H1,1999,89
157,p158,7,"(-500.0, -866.03)","(2500.0, 2598.08)",H5,H8,5000,208
158,p159,7,"(-500.0, -4330.13)","(-500.0, 4330.13)",H12,H18,10000,475
159,p160,7,"(-2500.0, -866.03)","(-500.0, 866.03)",H5,H7,3000,130
160,p161,7,"(-1000.0, 3464.1)","(-1000.0, -1732.05)",H18,H4,5999,317
161,p162,7,"(2000.0, 0.0)","(-500.0, 2598.08)",H9,H17,4000,211
162,p163,8,"(2500.0, -2598.08)","(2500.0, 866.03)",H11,H8,4000,159
163,p164,8,"(-4000.0, -1732.05)","(-2000.0, -1732.05)",H14,H13,2000,98
164,p165,8,"(-500.0, -866.03)","(-2000.0, 1732.05)",H1,H16,3000,112
165,p166,8,"(3500.0, 866.03)","(1000.0, 3464.1)",H8,H18,3999,178
166,p167,8,"(-500.0, 2598.08)","(-2500.0, -2598.08)",H18,H13,6000,245
167,p168,8,"(2500.0, -2598.08)","(0, 0)",H10,H1,4000,166
168,p169,8,"(-2000.0, -3464.1)","(-500.0, -866.03)",H13,H4,2999,173
169,p170,8,"(3500.0, -866.03)","(-500.0, 866.03)",H9,H6,5000,242
170,p171,8,"(0, 3464.1)","(-2500.0, -866.03)",H18,H14,5000,275
171,p172,8,"(2000.0, -1732.05)","(500.0, -2598.08)",H10,H12,2000,110
172,p173,8,"(-2500.0, -866.03)","(-1000.0, 1732.05)",H14,H6,3000,109
173,p174,8,"(2500.0, -2598.08)","(-1000.0, 0.0)",H11,H1,5000,206
174,p175,8,"(2000.0, -1732.05)","(2000.0, -3464.1)",H11,H11,1999,109
175,p176,8,"(500.0, 866.03)","(-2000.0, -1732.05)",H2,H5,4000,164
176,p177,8,"(3500.0, -866.03)","(-2000.0, 0.0)",H10,H5,6000,336
177,p178,8,"(1000.0, 1732.05)","(2500.0, 2598.08)",H19,H8,2000,113
178,p179,8,"(2000.0, 0.0)","(1000.0, -1732.05)",H9,H11,1999,92
179,p180,8,"(-1000.0, -0.0)","(500.0, -2598.08)",H6,H4,3000,124
180,p181,8,"(-500.0, -2598.08)","(-4000.0, 1732.05)",H4,H16,6000,286
181,p182,8,"(1000.0, 0.0)","(500.0, 2598.08)",H1,H19,3000,187
182,p183,9,"(-2500.0, -866.03)","(-500.0, -2598.08)",H15,H13,2999,140
183,p184,9,"(1500.0, 2598.08)","(-1000.0, 3464.1)",H19,H17,2999,138
184,p185,9,"(-500.0, 866.03)","(3500.0, -866.03)",H6,H10,5000,216
185,p186,9,"(3500.0, -2598.08)","(2500.0, 2598.08)",H10,H8,6000,279
186,p187,9,"(1500.0, -2598.08)","(-1000.0, 3464.1)",H11,H18,7000,408
187,p188,9,"(2000.0, 0.0)","(-500.0, -4330.13)",H9,H12,5000,195
188,p189,9,"(500.0, 866.03)","(-500.0, -866.03)",H7,H4,2000,84
189,p190,9,"(-500.0, 866.03)","(-2500.0, 2598.08)",H6,H16,2999,169
190,p191,9,"(-2500.0, 866.03)","(-2500.0, -866.03)",H15,H14,2000,112
191,p192,9,"(-2000.0, -1732.05)","(-1500.0, 2598.08)",H13,H17,5000,237
192,p193,9,"(3500.0, -866.03)","(1000.0, 0.0)",H10,H2,3000,162
193,p194,9,"(4000.0, 0.0)","(-2000.0, 1732.05)",H9,H17,6999,416
194,p195,9,"(0, 0)","(-1000.0, 3464.1)",H1,H18,3999,198
195,p196,9,"(-500.0, -2598.08)","(3000.0, -1732.05)",H12,H10,4000,179
196,p197,9,"(2000.0, -0.0)","(-2500.0, -866.03)",H2,H15,5000,222
197,p198,9,"(-2000.0, 1732.05)","(-3000.0, -1732.05)",H17,H14,3999,168
198,p199,9,"(1000.0, 1732.05)","(-2000.0, -1732.05)",H7,H13,4999,270
199,p200,9,"(0, -3464.1)","(2000.0, -1732.05)",H12,H10,2999,150
200,p201,10,"(1000.0, -1732.05)","(-2000.0, -1732.05)",H11,H13,3000,128
201,p202,10,"(-500.0, -866.03)","(-2500.0, 2598.08)",H4,H17,4000,223
202,p203,10,"(-1500.0, -2598.08)","(500.0, 2598.08)",H13,H18,6000,308
203,p204,10,"(2500.0, -866.03)","(-2000.0, 1732.05)",H9,H16,6000,197
204,p205,10,"(-2000.0, -3464.1)","(-500.0, 2598.08)",H13,H7,7000,354
205,p206,10,"(2000.0, 1732.05)","(-2500.0, 866.03)",H8,H6,4999,208
206,p207,10,"(-2500.0, -866.03)","(1000.0, 3464.1)",H5,H19,6000,309
207,p208,10,"(-2500.0, 866.03)","(-2000.0, -3464.1)",H15,H13,5000,280
208,p209,10,"(500.0, -2598.08)","(500.0, 866.03)",H11,H1,4000,180
209,p210,10,"(-500.0, 866.03)","(-2500.0, 866.03)",H1,H15,2000,92
210,p211,10,"(-500.0, 4330.13)","(2500.0, -866.03)",H18,H3,6000,276
211,p212,10,"(500.0, 2598.08)","(500.0, -866.03)",H7,H3,4000,221
212,p213,10,"(-3500.0, 866.03)","(0, 0)",H16,H1,4000,233
213,p214,10,"(-1500.0, -2598.08)","(-2500.0, 2598.08)",H13,H16,6000,269
214,p215,10,"(-1000.0, -1732.05)","(3000.0, 0.0)",H13,H9,4999,265
215,p216,10,"(2000.0, -3464.1)","(-3000.0, 1732.05)",H11,H16,7999,447
216,p217,10,"(1000.0, -1732.05)","(2500.0, 866.03)",H3,H9,3000,131
217,p218,10,"(-500.0, -866.03)","(-1000.0, 1732.05)",H5,H17,3000,104
218,p219,10,"(2500.0, 866.03)","(-2500.0, -2598.08)",H8,H13,7000,414
219,p220,10,"(1000.0, 1732.05)","(-1000.0, 1732.05)",H2,H17,2000,111
220,p221,10,"(-500.0, -2598.08)","(2500.0, -2598.08)",H13,H10,3000,154
221,p222,11,"(500.0, -866.03)","(500.0, 866.03)",H4,H7,2000,91
222,p223,11,"(-500.0, 4330.13)","(-1000.0, -1732.05)",H18,H5,7000,317
223,p224,11,"(-500.0, -2598.08)","(2500.0, 2598.08)",H12,H19,6000,252
224,p225,11,"(0, -3464.1)","(1500.0, -2598.08)",H12,H11,1999,73
225,p226,11,"(-500.0, 2598.08)","(500.0, -2598.08)",H18,H12,6000,274
226,p227,11,"(3500.0, -866.03)","(-1000.0, 3464.1)",H10,H17,7000,334
227,p228,11,"(500.0, 866.03)","(-4000.0, -1732.05)",H2,H14,6000,256
228,p229,11,"(-2000.0, -1732.05)","(4000.0, 1732.05)",H13,H8,7999,275
229,p230,11,"(-3500.0, -2598.08)","(-2500.0, 2598.08)",H14,H16,6000,317
230,p231,11,"(-3500.0, 866.03)","(3000.0, -1732.05)",H16,H10,8000,400
231,p232,11,"(2000.0, -1732.05)","(-500.0, -866.03)",H11,H1,2999,142
232,p233,11,"(500.0, 4330.13)","(-1000.0, -0.0)",H18,H6,5000,191
233,p234,11,"(500.0, -866.03)","(3500.0, 2598.08)",H1,H8,5000,257
234,p235,11,"(-4000.0, 0.0)","(500.0, -2598.08)",H15,H4,6000,231
235,p236,11,"(-2000.0, -1732.05)","(3000.0, 1732.05)",H14,H8,6999,364
236,p237,11,"(-4000.0, -1732.05)","(2000.0, 0.0)",H14,H9,6999,385
237,p238,12,"(-3500.0, -866.03)","(500.0, -866.03)",H14,H3,4000,172
238,p239,12,"(-500.0, -2598.08)","(3000.0, 0.0)",H13,H9,5000,162
239,p240,12,"(-1000.0, 1732.05)","(-2500.0, -2598.08)",H6,H13,5000,273
240,p241,12,"(1000.0, 1732.05)","(-1500.0, 2598.08)",H2,H17,3000,152
241,p242,12,"(1000.0, 0.0)","(-2000.0, 0.0)",H3,H6,3000,163
242,p243,12,"(-3500.0, 866.03)","(500.0, 2598.08)",H16,H18,4999,168
243,p244,12,"(-500.0, -866.03)","(1500.0, 866.03)",H1,H2,3000,188
244,p245,12,"(-2000.0, 0.0)","(1000.0, 1732.05)",H15,H19,3999,132
245,p246,12,"(1000.0, 0.0)","(2000.0, 1732.05)",H3,H8,1999,109
246,p247,12,"(-1000.0, -1732.05)","(0, 0)",H13,H1,1999,115
247,p248,12,"(-500.0, -2598.08)","(3500.0, -866.03)",H13,H10,4999,210
248,p249,12,"(2000.0, -3464.1)","(500.0, -866.03)",H11,H1,2999,106
249,p250,12,"(0, 1732.05)","(-3000.0, -1732.05)",H7,H14,4999,258
250,p251,12,"(3500.0, -2598.08)","(-500.0, 4330.13)",H10,H18,8000,435
251,p252,12,"(0, 1732.05)","(2500.0, 2598.08)",H7,H8,3000,189
252,p253,12,"(4000.0, 1732.05)","(-3500.0, 2598.08)",H8,H16,8000,286
253,p254,12,"(-500.0, -4330.13)","(500.0, -866.03)",H12,H3,3999,173
254,p255,12,"(-500.0, -2598.08)","(2000.0, 1732.05)",H13,H2,5000,204
255,p256,12,"(3000.0, -1732.05)","(-2500.0, -2598.08)",H10,H14,6000,239
256,p257,12,"(500.0, 2598.08)","(-2000.0, 0.0)",H18,H5,4000,245
257,p258,13,"(-3500.0, -2598.08)","(-1000.0, -3464.1)",H14,H12,2999,164
258,p259,13,"(-500.0, 866.03)","(-3500.0, -2598.08)",H1,H14,5000,226
259,p260,13,"(2000.0, -1732.05)","(500.0, -866.03)",H3,H3,1999,78
260,p261,13,"(500.0, 2598.08)","(-4000.0, -1732.05)",H18,H14,7000,382
261,p262,13,"(-1000.0, 1732.05)","(2000.0, -1732.05)",H17,H3,4999,247
262,p263,13,"(-500.0, 866.03)","(-2000.0, -1732.05)",H6,H13,3000,140
263,p264,13,"(500.0, 866.03)","(1500.0, 2598.08)",H1,H19,1999,99
264,p265,13,"(1000.0, -3464.1)","(-500.0, -2598.08)",H12,H12,1999,110
265,p266,13,"(2500.0, 2598.08)","(-3500.0, 866.03)",H8,H16,6999,357
266,p267,13,"(2000.0, -1732.05)","(1000.0, 0.0)",H10,H3,1999,95
267,p268,13,"(2000.0, 1732.05)","(500.0, -2598.08)",H2,H11,5000,271
268,p269,13,"(-2000.0, 1732.05)","(2000.0, 1732.05)",H6,H2,4000,174
269,p270,13,"(3000.0, -1732.05)","(0, 3464.1)",H10,H18,5999,301
270,p271,13,"(2000.0, 0.0)","(-2000.0, 3464.1)",H9,H17,5999,290
271,p272,13,"(-2500.0, 2598.08)","(500.0, 2598.08)",H17,H18,3000,166
272,p273,13,"(1000.0, -1732.05)","(-2000.0, -1732.05)",H11,H13,3000,172
273,p274,13,"(2500.0, 2598.08)","(-500.0, 2598.08)",H19,H17,3000,134
274,p275,13,"(-2500.0, 866.03)","(-2500.0, -2598.08)",H16,H14,4000,203
275,p276,13,"(2500.0, 866.03)","(1000.0, -1732.05)",H2,H4,3000,129
276,p277,13,"(-2000.0, -1732.05)","(1000.0, 0.0)",H13,H2,3999,213
277,p278,14,"(500.0, -2598.08)","(-4000.0, -1732.05)",H11,H14,5000,284
278,p279,14,"(4000.0, -1732.05)","(-3500.0, 866.03)",H10,H15,9000,370
279,p280,14,"(2500.0, 866.03)","(-3500.0, 866.03)",H8,H15,6000,273
280,p281,14,"(1500.0, 866.03)","(-1500.0, 866.03)",H2,H6,3000,163
281,p282,14,"(3000.0, -1732.05)","(-2000.0, -1732.05)",H10,H14,5000,275
282,p283,14,"(-1000.0, 1732.05)","(-2000.0, 0.0)",H17,H5,1999,102
283,p284,14,"(-500.0, -866.03)","(-3500.0, -2598.08)",H4,H14,3999,239
284,p285,14,"(-2000.0, 0.0)","(1500.0, 866.03)",H15,H2,4000,223
285,p286,14,"(2000.0, 3464.1)","(-1000.0, 3464.1)",H19,H18,3000,115
286,p287,14,"(1000.0, 1732.05)","(1000.0, 0.0)",H7,H3,1999,108
287,p288,14,"(1000.0, -3464.1)","(2500.0, 866.03)",H11,H8,5000,239
288,p289,14,"(-2000.0, -1732.05)","(2000.0, -0.0)",H5,H2,4999,254
289,p290,14,"(-2000.0, -1732.05)","(2000.0, 0.0)",H5,H3,4999,251
290,p291,14,"(1000.0, -3464.1)","(2000.0, -1732.05)",H11,H11,1999,121
291,p292,14,"(-2000.0, 0.0)","(1000.0, 0.0)",H5,H3,3000,118
292,p293,14,"(-2500.0, -866.03)","(3000.0, -1732.05)",H14,H10,5999,360
293,p294,14,"(-2000.0, 1732.05)","(1500.0, 866.03)",H16,H2,3999,235
294,p295,14,"(1000.0, 0.0)","(-500.0, -4330.13)",H1,H12,5000,218
295,p296,14,"(-2000.0, 0.0)","(1000.0, 0.0)",H5,H1,3000,167
296,p297,14,"(500.0, 4330.13)","(-2500.0, -2598.08)",H18,H13,8000,283
297,p298,14,"(-2500.0, 866.03)","(4000.0, -1732.05)",H6,H10,8000,365
298,p299,14,"(4000.0, 1732.05)","(-1000.0, 1732.05)",H8,H6,5000,245
299,p300,14,"(-2000.0, 3464.1)","(2000.0, -0.0)",H17,H2,5999,292
300,p301,15,"(1000.0, -3464.1)","(1000.0, -1732.05)",H11,H3,1999,83
301,p302,15,"(-500.0, 2598.08)","(1000.0, 0.0)",H17,H1,3000,166
302,p303,15,"(-2500.0, -2598.08)","(500.0, 4330.13)",H14,H18,8000,403
303,p304,15,"(500.0, 2598.08)","(-3500.0, -866.03)",H19,H14,6000,346
304,p305,15,"(2000.0, -3464.1)","(2000.0, -1732.05)",H11,H11,1999,105
305,p306,15,"(-1000.0, 1732.05)","(-500.0, -2598.08)",H7,H12,5000,309
306,p307,15,"(3500.0, -866.03)","(-1500.0, 2598.08)",H9,H17,7000,359
307,p308,15,"(2000.0, 0.0)","(0, 1732.05)",H3,H7,2999,148
308,p309,15,"(500.0, 4330.13)","(-500.0, 2598.08)",H18,H7,1999,102
309,p310,15,"(-4000.0, 1732.05)","(3500.0, -866.03)",H16,H10,9000,485
310,p311,15,"(-1000.0, 0.0)","(2000.0, 1732.05)",H1,H2,3999,229
311,p312,15,"(-1000.0, 0.0)","(3500.0, 866.03)",H1,H9,5000,213
